,text,polarity
467,thanks for the free birthday points yall are all right with me,positive
468,do you have an application for ios was looking and only saw virgin mexicolt,neutral
469,man of steel flies to more cities thoughand with more frequency too,neutral
470,thanks so much for sharing just added it to my site,positive
471,good point,positive
472,i heard he has a virgin mobile hotspot,neutral
473,you got cheese plates too,neutral
474,on all your flights,neutral
475,dad on segway is the best part of this whole infographic,positive
476,are there any plans for a short haul airline in europe would defiantly fly with you guys,negative
477,wifi and better seating,positive
478,how come abc is the only one of the network channels you dont have,neutral
479,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me,negative
480,not only was it great but you return my calls the day after couldnt ask for more myvxexperience,neutral
481,while other airlines werent canceling flights into bos and helping their customers get home virgin was saying good luck,positive
482,dear virgin customer while youre stranded in sf fordays amp cost well do the very least we can to accommodate you,neutral
483,should use this in their next airline commercial lol,neutral
484,grouping virgin in with the others now bos weather has exposed their actual cus serv model never booking with virgin again,negative
485,as one of the travelers affected by the boston storm im shocked at virgins complete apathy toward their customers,negative
486,umm so no reason as to why this is is there someone different i should contact or contact me to get a definitive answer,positive
487,trying to make the change in advance not justhours prior'tried it online earlier and it wantedin change fees,neutral
488,so loyal that im driving to nyc from pa to fly virginsince you cut philly flights,neutral
489,any way to change from main cabin to main cabin select on same flight without paying a change fee penalty,negative
490,you guys are perfect as always lt wervirgin,positive
491,thanks yall have some of the best customer service left in the industry,neutral
492,can you give me silver status formonths,neutral
493,really wish youd fly out of fargothose fares are amazings,positive
494,mood lighting on point'ÿ   reclining my seat kickin up my feet'ÿ ,negative
495,my flightscheduled for pm departure still says on time but no plane at gate any update on how long of a delay,negative
496,my group got their cancellation fees waived but i cant because my ticket is booked foryour reps were no help either 'ÿ ,positive
497,are there any sign up bonuses to enroll in elevate,positive
498,just got on the pm in newark home to la your folks at ewr are incredible letsgohome,positive
499,morning if i have a question regarding elevate points amp flights can i dm you,neutral
500,still waiting to see'ÿ  ,neutral
501,was wondering if you guys recieved my dm and were able to potentially respond asap,positive
502,flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul,neutral
503,'  book out of town with fares from way restr  ,negative
504,thanks,neutral
505,thanks for taking care of that mr happy customer,positive
506,still no refund or word via dm please resolve this issue as your cancelled flight was useless to my assistants trip,neutral
507,delayed due to lack of crew and now delayed again because theres a long line for deicing still need to improve service united,negative
508,thankswe filled it out hows our luck with this is it common,positive
509,your eriord express connections are hugely popularnow if only we could have an eriewr hop,positive
510,even on international flight glasgow to the us then what about orlando to newark allmins,neutral
511,you think you boarded flight au too early i think so,neutral
512,i understand but its tough when there is no way to get to the airport wo serious risk of an accident its a steep price,negative
513,gate agent hooked me up with alternate flights if you have a way to prevent the constant issues that would rock,negative
514,flying glamco in a few weeks how long do we have to be at airport for before departure for both international and domestic ta,negative
515,thanks it is on the same ticket,neutral
516,why not is it a law or a policy,neutral
517,is the worst nonrefundable first class tickets oh because when you select globalfc their system auto selects economy wupgrade,positive
518,so i can buy tixdays before flight but cant transfer the tixflawed security logic flawed customer service,neutral
519,i did start a claim butweeks is unrealistic am i really supposed to go that long with out a car seat for my childridiculous,negative
520,follow me please this airline is beautifull ',positive
521,no i dont but im sure united have my info on its system,positive
522,if the car seat is lostshould just reimburse me for a new one this is not a pair of shoes its a necessity for my child,neutral
523,just submitted my response on the link you sent,positive
